D=0.0 mm/w,D=0.25 mm/w,D=0.5 mm/w,D=0.75 mm/w,D=1.0 mm/w
63.45661796901965,51.193424902234405,43.23133847677964,37.92647723782156,34.18537475540279
63.44740336488901,51.18120634708617,43.22612838191073,37.92462942668087,34.18476778261232
63.43823092281809,51.16899791041181,43.2209210930078,37.92278279189557,34.18416134955282
63.429100803296585,51.15679989911065,43.21571673969756,37.92093737758681,34.183555469531136
63.4200131652598,51.14461261882529,43.210515451170885,37.91909322772073,34.182950155798025
63.4109681660901,51.13243637393788,43.20531735618061,37.91725038610765,34.18234542154797
63.401965961618345,51.120271467566425,43.20012258303946,37.91540889640144,34.18174127991902
63.39300670612533,51.10811820156124,43.19493125961801,37.91356880209877,34.18113774399261
63.38409055234332,51.09597687650138,43.18974351334262,37.91173014653851,34.180534826793405
63.37521765145751,51.08384779169122,43.1845594711934,37.90989297290097,34.17993254128915
63.36638815310765,51.07173124515705,43.179379259702216,37.90805732420728,34.17933090039047
63.357602205389576,51.05962753364381,43.17420300495075,37.906223243318735,34.17872991695075
63.34885995485682,51.04753695261182,43.16903083256848,37.90439077293608,34.17812960376596
63.34016154652225,51.03545979623364,43.163862867730806,37.90255995559895,34.177529973574494
63.33150712385973,51.023396357390965,43.15869923515711,37.90073083368513,34.17693103905703
63.322896828805774,51.01134692767161,43.15354005910887,37.898903449410014,34.17633281283638
63.314330801761294,50.99931179736657,43.14838546338783,37.8970778448259,34.17573530747732
63.3058091815933,50.98729125546712,43.143235571334095,37.89525406182142,34.17513853548647
63.29733210563667,50.975285589662,43.13809050582439,37.893432142120886,34.174542509312126
63.28889970969594,50.96329508633469,43.13295038927019,37.89161212728371,34.17394724134413
63.2805121280471,50.9513200305607,43.12781534361601,37.88979405870378,34.17335274391374
63.27216949343941,50.93936070610499,43.12268549033759,37.88797797760888,34.17275902929346
63.263871937097285,50.92741739541941,43.117560950440215,37.88616392506011,34.17216610969694
63.25561958872214,50.91549037964022,43.11244184445699,37.88435194195127,34.1715739972788
63.24741257649431,50.90357993858567,43.107328292447136,37.882542069008295,34.170982704134545
63.23925102707494,50.89168635075367,43.10222041399436,37.88073434678873,34.170392242300395
63.231135065608,50.87980989331952,43.09711832820517,37.8789288156811,34.16980262375317
63.22306481572216,50.86795084213363,43.09202215370729,37.8771255159044,34.16921386041017
63.21504039953283,50.85610947171944,43.08693200864804,37.875324487507534,34.16862596412904
63.20706193764417,50.84428605527126,43.08184801069277,37.87352577036875,34.16803894670767
63.19912954915109,50.8324808646523,43.07677027702327,37.87172940419514,34.16745281988403
63.19124335164132,50.82069417039265,43.0716989243363,37.8699354285221,34.16686759533611
63.183403461197486,50.80892624168741,43.06663406884201,37.868143882712765,34.16628328468174
63.17560999239919,50.797177346394825,43.06157582626248,37.86635480595756,34.165699899478525
63.16786305832512,50.78544775103452,43.056524311830216,37.86456823727364,34.165117451223715
63.16016277055518,50.77373772078575,43.051479640286765,37.8627842155044,34.1645359513541
63.15250923917265,50.76204751948575,43.0464419258812,37.86100277931898,34.16395541124587
63.144902572766334,50.75037740962813,43.041411282368784,37.859223967211776,34.16337584221458
63.137342878432776,50.73872765236133,43.03638782300951,37.85744781750195,34.16279725551495
63.12983026177844,50.72709850748713,43.031371660566805,37.85567436833294,34.16221966234086
63.12236482692194,50.71549023345919,43.02636290730613,37.85390365767202,34.16164307382516
63.114946676496295,50.70390308738173,43.02136167499366,37.8521357233098,34.16106750103964
63.10757591165118,50.69233732500817,43.01636807489501,37.85037060285978,34.1604929549949
63.1002526320552,50.68079320073986,43.0113822177739,37.84860833375792,34.15991944664026
63.09297693589819,50.66927096762494,43.00640421389092,37.846848953262125,34.15934698686367
63.08574891989352,50.657770877357095,43.00143417300227,37.8450924984519,34.158775586491615
