D=0.0 (mm^2/w),D=0.1 (mm^2/w),D=0.2 (mm^2/w),D=0.3 (mm^2/w),D=0.4 (mm^2/w)
30.324707422289,26.160765228224808,23.210453077019665,20.99447743187721,19.250599777540103
31.297262811451457,26.94471905249467,23.854002116902947,21.52977411818399,19.69966303124778
32.29922890082896,27.75574428348472,24.52095763013123,22.084657798208912,20.16473617279176
33.33002463557844,28.594029829815952,25.211836087557494,22.65973993419133,20.64640748082843
34.38887931007335,29.459648984518783,25.92709556242988,23.255610221163646,21.145264017301283
35.47482697655188,30.3525485843495,26.667126094191875,23.872829887309557,21.661887684006317
36.58670327645864,31.272538814185083,27.43223977869661,24.511924449342985,22.196850786419198
37.72314493535228,32.21928391689578,28.222660729367867,25.173375965737552,22.750711095395875
38.88259211163862,33.19229407329983,29.038515076612622,25.85761484918333,23.324006406464502
40.06329372979139,34.19091871305351,29.87982119336816,26.56501131946942,23.91724860729275
41.26331586159616,35.21434150509757,30.74648035192177,27.295866598529777,24.53091727650445
42.48055314600866,36.2615772553882,31.638268029962497,28.050403969950928,25.16545285120781
43.712743161413535,37.33147091026324,32.5548260911961,28.828759845007347,25.821249416157077
44.95748358560649,38.42269882644607,33.49565606692415,29.63097499535711,26.498647184061728
46.212251901159405,39.53377242419239,34.46011375912904,30.4569861279418,27.19792475372789
47.47442732966285,40.66304428952439,35.44740537246578,31.30661798944072,27.91929124990138
48.74131461056189,41.80871673618171,36.45658536208771,32.179576194942726,28.66287846521808
50.01016918187084,42.96885277934856,37.48655615668255,33.075440977556504,29.42873313981888
51.27822327383498,44.14138941305955,38.5360698820184,33.99366205189874,30.21680952717557
52.54271239514781,45.32415302325898,39.60373217050872,34.933554774421765,31.026962404721676
53.80090167661939,46.51487671073633,40.68800809783976,35.89429776726729,31.858940694257306
55.050111540439566,47.71121924462354,41.78723023978277,36.87493214992973,32.71238185916117
56.28774218466171,48.91078531988882,42.89960879230132,37.874362494913214,33.5868072427011
57.51129641150428,50.11114675330829,44.02324364743801,38.89135959044462,34.48161850387054
58.71840038278158,51.30986422357211,45.15613826778342,39.92456505604029,35.39609529408595
59.90682195359866,52.50450914399904,46.296215155207264,40.972497816363,36.329394299875226
61.07448631305617,53.69268525185009,47.441332666597965,42.033562396517326,37.2805497537077
62.219488744346805,54.872049506934246,48.58930289220901,43.10605895897023,38.248475487906454
63.340104402364936,56.04033191392149,49.73791028234441,44.188194959955126,39.2319685758664
64.43479509098492,57.195353916683175,50.884930686843454,45.27809826284626,40.2297145714442
65.50221310103478,58.33504505759124,52.02815046018235,46.37383150889069,41.24029432235993
66.54120224079206,59.45745764800268,53.16538528366715,47.47340751312644,42.26219229779502
67.55079625132447,60.560779255706194,54.29449836538006,48.574805426477695,43.293806335158536
68.53021484770319,61.64334287824315,55.41341769800294,49.67598738494374,44.333458677297614
69.47885766329206,62.70363473500754,56.52015208362627,50.77491535433035,45.37940814029666
70.39629639792392,63.740299673263344,57.61280567194257,51.86956787469682,46.42986322443999
71.28226548238865,64.75214424134558,58.68959080220811,52.95795641288224,47.48299595781965
72.1366515723399,65.73813753436899,59.74883898813235,54.03814104405345,48.536956244257325
72.95948217590326,66.69740996225991,60.78900993634628,55.10824520373618,49.58988647533194
73.75091370258659,67.62925012585953,61.808698541198375,56.16646927944481,50.63993616083165
74.51121919830068,68.53310001373396,62.806639849307096,57.211102844684106,51.68527633313051
75.24077600413374,69.40854875015228,63.78171203474275,58.240535376371554,52.72411348882457
75.94005354662309,70.25532513385419,64.73293746838864,59.25326533805637,53.75470284518673
76.6096014361071,71.07328920845511,65.65948200176402,60.247907554045575,54.77536070908316
77.25003801858253,71.86242309960609,66.56065261558267,61.2231988420584,55.78447578116427
77.8620394963749,72.62282134247619,67.43589360615766,62.17800191279337,56.780519247415086
78.4463297046515,73.35468090697043,68.28478149839411,63.1113075824666,57.76205354238673
79.00367060494554,74.05829110855343,69.10701888280333,64.02223537786622,58.72773970240053
79.53485353378706,74.73402357077605,69.90242737625371,64.9100326419472,59.67634326146573
80.04069122444531,75.38232238265766,70.67093990277289,65.77407227093714,60.6067386763709
80.52201060272242,76.00369457087992,71.41259248249395,66.6138492311034,61.51791229929324
