D=1.0 (mm/w),D=1.5 (mm/w),D=2.0 (mm/w)
0.7838942176119471,1.2119338466519218,2.1311987618954706
0.7838987303737533,1.207908638061724,2.1281911449245148
0.7839096864539914,1.2039363535478194,2.1251641170177042
0.7839267415598636,1.200015426322247,2.1221177424886286
0.7839495619216108,1.196144328880033,2.1190520874132335
0.7839778241187807,1.192321572451513,2.1159672196287884
0.7840112149100084,1.1885457064577,2.112863208733197
0.7840494310660772,1.1848153179691152,2.109740126084658
0.7840921792060422,1.1811290311684104,2.1065980448016886
0.7841391756362099,1.1774855068170649,2.103437039763512
0.7841901461917792,1.1738834417263908,2.1002571876108305
0.7842448260809601,1.1703215682330264,2.097058566746976
0.7843029597313985,1.1667986536790582,2.0938412573394576
0.7843643006387425,1.1633134998968726,2.0906053413219063
0.7844286112172003,1.1598649426988012,2.087350902396425
0.7844956626519453,1.1564518513715925,2.0840780260363454
0.7845652347532359,1.1530731281757134,2.0807867994894034
0.7846371158121259,1.1497277078494583,2.077477311781327
0.784711102457649,1.14641455711782,2.074149653719849
0.7847869995153701,1.143132674206056,2.0708039178991395
0.7848646198672053,1.1398810883578665,2.067440198704663
0.7849437843124168,1.1366588593580838,2.064058592318462
0.7850243214296995,1.1334650770597616,2.060659196724864
0.7851060674402819,1.1302988609155349,2.0572421117166115
0.785188866071971,1.1271593595131195,2.053807438901413
0.7852725684240759,1.1240457501148122,2.0503552817089172
0.7853570328331531,1.12095723820083,2.046885745398098
0.7854421247395219,1.117893057016351,2.043398937065053
0.785527716554503,1.1148524671220883,2.039894965651208
0.7856136875283392,1.111834755948243,2.036373941951921
0.7856999236187625,1.1088392373516742,2.032835978625478
0.7857863173601786,1.1058652511761284,2.029281190202474
0.7858727677334391,1.1029121628153675,2.02570969309557
0.785959180036183,1.0999793627790402,2.0221216056096156
0.7860454657537288,1.0970662662611437,2.0185170479521264
0.7861315424305021,1.0941723127109249,2.014896142244105
0.7862173335419923,1.0912969654060765,2.011259012531193
0.7863027683672287,1.088439711028088,2.007605784795137
0.7863877818617758,1.0856000592396182,2.003936586965563
0.7864723145312468,1.0827775422637584,2.0002515489320314
0.7865563123053382,1.079971714465069,1.9965508025563647
0.7866397264123932,1.0771821519322684,1.9928344816852306
0.786722513254501,1.0744084520624793,1.9891027221629545
0.7868046342831437,1.0716502331469169,1.9853556618445516
0.7868860558754041,1.0689071339579437,1.9815934406089508
0.7869667492107494,1.0661788133373966,1.977816200372394
0.7870466901484093,1.0634649497861215,1.9740240851019861
0.7871258591053658,1.0607652410546389,1.970217240829373
0.7872042409349765,1.0580794037348944,1.9663958156645243
0.7872818248062542,1.055407172853039,1.9625599598095962
0.787358604083824,1.0527483014632013,1.9587098255728466
0.7874345762085851,1.0501025602422231,1.9548455673825784
0.7875097425791021,1.0474697370853343,1.9509673418010824
0.7875841084337508,1.044849636702756,1.9470753075385505
0.7876576827336493,1.0422420802172252,1.9431696254669326
0.7877304780463994,1.0396469047624506,1.9392504586337038
0.7878025104306686,1.0370639630825065,1.9353179722755152
0.7878737993216421,1.0344931231321908,1.9313723338316924
0.7879443674173734,1.0319342676783736,1.9274137129575544
0.7880142405660635,1.0293872939023776,1.9234422815375152
0.7880834476543,1.0268521130034325,1.9194582136979381
0.788152020496284,1.024328649803257,1.9154616858197073
0.7882199937240765,1.0218168423518357,1.911452876550481
0.7882874046788939,1.0193166415344417,1.9074319668165916
0.7883542933034824,1.0168280106800038,1.903399139834558
0.7884207020355996,1.0143509251708795,1.8993545811221715
0.7884866757026349,1.0118853720541283,1.8952984785091198
0.7885522614173955,1.009431349654383,1.8912310221471105
0.7886175084750874,1.0069888671884109,1.8871524045194588
0.7886824682515183,1.0045579443814776,1.8830628204500972
0.7887471941025513,1.002138611085617,1.8789624671119742
0.7888117412648343,0.9997309068999248,1.8748515440347968
0.7888761667578319,0.9973348807929958,1.8707302531120849
0.7889405292871853,0.9949505907276256,1.8665987986074914
0.7890048891494242,0.9925781032879069,1.8624573871603558
0.7890693081380546,0.9902174933088465,1.8583062277904454
0.789133849451045,0.9878688435086416,1.8541455319018503
0.7891985775997334,0.985532244123747,1.8499755132859883
0.7892635583191759,0.9832077925468744,1.845796388123685
0.7893288584799569,0.9808955929680612,1.841608374986285
0.78939454600148,0.9785957560189548,1.83741169483576
0.789460689766758,0.9763083984204516,1.8332065710237715
0.7895273595387187,0.9740336426338374,1.8289932292896518
0.7895946258780429,0.9717716165155702,1.824771897757265
0.7896625600625489,0.9695224529758552,1.8205428069307088
0.789731234008139,0.9672862896411508,1.8163061896888233
0.7898007201913188,0.9650632685207544,1.812062281278465
0.7898710915733022,0.9628535356776056,1.8078113193065162
0.7899424215257137,0.960657240903453,1.8035535437305887
0.7900147837578955,0.958474537398524,1.7992891968483922
0.7900882522458288,0.9563055814558322,1.795018523285728
0.790162901162678,0.9541505321502628,1.7907417699830817
0.7902388048109616,0.9520095510325668,1.7864591861807755
0.7903160375563574,0.949882801828395,1.7821710234026555
0.7903946737631433,0.9477704501425014,1.777877535438279
0.7904747877312803,0.945672663168236,1.7735789783235758
0.790556453635136,0.9435896094024518,1.769275610319954
0.7906397454638521,0.9415214583659391,1.7649676918918247
0.7907247369633535,0.9394683803295026,1.760655485682519
0.7908115015800002,0.9374305460457852,1.7563392564885743
0.7909001124058771,0.935408126486947,1.7520192712323672
0.7909906421257198,0.9334012925882932,1.747695798933071
0.7910831629654724,0.9314102149979464,1.7433691106759186
0.7911777466424706,0.9294350638326536,1.7390394795797526
0.7912744643172448,0.927476008439805,1.734707180762847
0.7913733865469353,0.9255332171657492,1.7303724913069833
0.7914745832403125,0.923606857130469,1.7260356902197715
0.7915781236143912,0.9216970940086904,1.7216970583952007
0.7916840761526305,0.9198040918174788,1.7173568785724125
0.7917925085647078,0.9179280127103788,1.7130154352926894
0.7919034877478552,0.9160690167781466,1.7086730148546518
0.7920170797497454,0.9142272618561126,1.7043299052676595
0.7921333497329146,0.912402903338212,1.6999863962034174
0.7922523619407071,0.9105960939977114,1.6956427789457846
0.792374179664728,0.9088069838146527,1.6912993463387902
0.7924988652137872,0.9070357198100336,1.686956392732859
0.7926264798843188,0.9052824458867272,1.6826142139292557
0.7927570839322595,0.9035473026771536,1.678273107122755
0.7928907365463672,0.9018304273976914,1.6739333708425495
0.7930274958229625,0.9001319537098248,1.6695953048914083
0.7931674187420736,0.8984520115880081,1.6652592102831016
0.7933105611449663,0.8967907271942269,1.6609253891781108
0.7934569777130369,0.8951482227592263,1.6565941448176411
0.7936067219480499,0.8935246164703734,1.6522657814559623
0.7937598461536988,0.8919200223661118,1.6479406042911002
0.7939164014184672,0.8903345502369641,1.6436189193939073
0.7940764375997706,0.8887683055330283,1.639301033635539
0.7942400033093552,0.8872213892779125,1.6349872546133712
0.7944071458999308,0.8856938979890423,1.6306778905753905
