D=1.0,D=1.5,D=2.0
42.53230361045493,70.62029492176795,81.18857564587321
41.92555451647696,70.32079793104151,81.11985194002419
41.32900275147023,70.01724550387378,81.05117664112841
40.743022489145446,69.70962656087215,80.9825505816676
40.16795226454416,69.39793447628203,80.91397461026995
39.604095080425566,69.08216733354509,80.8454495918146
39.05171874837562,68.76232818041302,80.77697640753397
38.511056445576514,68.43842528225264,80.70855595511391
37.9823074668828,68.11047237207912,80.64018914879165
37.46563815101029,67.77848889576146,80.57187691945134
36.96118295922702,67.44250025075696,80.50362021471727
36.46904568490618,67.10253801665355,80.43541999904454
35.98930077261992,66.75864017573093,80.36727725380726
35.52199472607348,66.41085132169555,80.2991929773841
35.06714758505758,66.05922285470255,80.2311681852411
34.62475445268514,65.70381316075128,80.16320391001183
34.194787055431334,65.34468777353182,80.09530120157457
33.777195319871055,64.9819195168098,80.02746112712664
33.37190895146316,64.61558862546632,79.95968477125575
32.97883900223168,64.24578284336089,79.89197323600823
32.59787941570623,63.87259749625862,79.82432764095407
32.22890853898004,63.49613553815895,79.75674912324885
31.871790593199577,63.1165075694822,79.68923883769223
31.526377095196068,62.733831825712734,79.6217979567831
31.192508224289483,62.348234135261926,79.55442767077123
30.870014129529807,61.959847845500846,79.48712918770546
30.558716173778823,61.56881371611951,79.41990373347811
30.2584281120746,61.17527977919524,79.35275255186575
29.968957202656945,60.779401165595246,79.2856769045662
29.690105249866548,60.38133989759525,79.21867807123162
29.42166957886372,59.981264647864194,79.15175734949764
29.16344394274989,59.57935046524177,79.08491605500845
28.915219363219563,59.17577846801675,79.01815552143776
28.67678490632865,58.77073550569737,78.95147710050564
28.447928395343165,58.364413790544965,78.88488216199093
28.22843706293674,57.95701050041685,78.81837209373944
28.018098145242725,57.54872735472813,78.75194830166762
27.81669942044464,57.13977016559295,78.68561220976176
27.624029694712853,56.73034836643842,78.6193652600725
27.43987923837296,56.32067452059678,78.55320891270483
27.26404017522815,55.91096381256985,78.48714464580317
27.0963068279598,55.50143352482141,78.42117395553167
26.936476022502745,55.09230250308627,78.35529835604969
26.78434735423933,54.68379061328682,78.28951937948213
26.63972341878364,54.27611819321784,78.22383857588488
26.50241001003842,53.86950550219776,78.15825751320502
26.37221628810545,53.46417217188789,78.0927777772358
26.24895491951909,53.06033666145258,78.02740097156646
26.132442192154564,52.65821572017123,77.96212871752665
26.022498107040303,52.25802386052101,77.89696265412533
25.918946449178613,51.85997284462721,77.83190443798438
25.821614839353607,51.46427118682895,77.76695574326646
25.73033476878068,51.07112367493473,77.70211826159746
25.64494161832888,50.68073091254641,77.63739370198306
25.565274663927937,50.29328888461587,77.57278379071971
25.491177069655528,49.90898854816903,77.50829027129977
25.422495869888586,49.52801544988947,77.4439149043107
25.359081941795456,49.15054937200336,77.3796594673285
25.300789969343704,48.77676400765087,77.315525754805
25.247478399901617,48.406826666671655,77.25151557794925
25.199009394420106,48.040898012474365,77.18763076460282
25.155248772095703,47.67913183040791,77.12387315910891
25.116065950334804,47.32167482780636,77.06024462217536
25.08133388076369,46.96866646564326,76.99674703073141
25.05092898195898,46.62023882150726,76.93338227777822
25.024731069507524,46.276516483400165,76.87015227223307
25.00262328394451,45.937616473664335,76.80705893876726
24.98449201706244,45.60364820216788,76.74410421763761
24.970226837032104,45.274713447716245,76.6812900645116
24.959720412729347,44.95090636651702,76.61861845028601
24.95286843761742,44.63231352640219,76.5560913608992
24.94956955349536,44.31901396540815,76.49371079713684
24.949725274385845,44.01107927322892,76.43147877443114
24.95323991080292,43.70857369399155,76.36939732265361
24.9600204946096,43.41155424875377,76.30746848590123
24.96997670464788,43.12007087609227,76.2456943222761
24.983020793298564,42.83416658913433,76.18407690365855
24.999067514106,42.553877647384326,76.12261831547366
25.018034050582006,42.27923374171003,76.06132065645123
25.0398399462854,42.0102581908785,76.00018603837916
25.06440703625661,41.746968148068426,75.9392165858503
25.091659379872272,41.4893748158318,75.87841443600279
25.1215231951714,41.23748366803311,75.8177817382537
25.153926794692943,40.99129467735641,75.75732065402636
25.188800522854013,40.75080254703871,75.69703335647098
25.226076694888683,40.51599694556155,75.63692203017891
25.26568953735923,40.28686274310888,75.57698887089036
25.30757513024416,40.06338024867907,75.51723608519573
25.35167135060121,39.8455254468193,75.4576658902305
25.39791781779796,39.63327023303252,75.39828051336376
25.44625584029753,39.42658264698815,75.33908219188038
25.49662836398336,39.225427102748576,75.28007317265697
25.548979922002587,39.0297646153022,75.22125571183149
25.603256586105367,38.8395530227708,75.16263207446671
25.65940591945425,38.65474720373333,75.10420453420758
25.717376930876032,38.47529928917981,75.04597537293242
25.777120030526376,38.30115886867669,74.98794688039811
25.8385869869365,38.13227319039036,74.93012135387944
25.90173088540966,37.96858735467565,74.87250109780234
25.96650608773466,37.81004450099406,74.81508842337152
26.03286819318288,37.65658598797901,74.75788564819221
26.10077400075484,37.50815156651507,74.70089509588632
26.17018147264229,37.36467954574354,74.64411909570298
26.24104969887161,37.22610695194812,74.58755998212357
26.313338863094373,37.09236968031232,74.5312200944614
26.38701020949139,36.96340263957452,74.47510177645606
26.462026010756464,36.83913988963693,74.41920737586248
26.53834953712688,36.71951477221239,74.36353924403504
26.615945026427863,36.60446003461657,74.30809973550646
26.694777655099024,36.49390794683452,74.25289120756202
26.77481351017109,36.387790412008535,74.19791601980877
26.85601956216225,36.28603907050992,74.14317653374026
26.93836363886385,36.18858539777013,74.08867511229657
27.02181439998599,36.09536079605781,74.03441411942
27.10634131263428,36.00629668039643,73.9803959196064
27.19191462758984,35.92132455882445,73.9266228774523
27.27850535636525,35.84037610720441,73.87309735719812
27.36608524901007,35.76338323879097,73.81982172226726
27.4546267726402,35.69027816876962,73.7667983348016
27.54410309066624,35.62099347397853,73.71402955519325
27.634488042696656,35.555462148025306,73.66151774161281
27.72575612509237,35.493617652009,73.60926524953437
27.817882472150213,35.43539396105507,73.55727443125721
27.910842837893167,35.38072560686795,73.50554763542449
28.00461357844652,35.32954771650179,73.45408720653906
28.099171634979143,35.28179604754571,73.40289548447646
28.19449451719045,35.23740701991455,73.35197480399547
28.290560287323625,35.1963177444313,73.3013274942461
28.38734754468705,35.15846604838128,73.25095587827538
28.48483541066588,35.12379049821247,73.20086227253111
28.583003514206787,35.09223041955023,73.15104898636358
28.68183197775936,35.06372591468854,73.1015183215256
28.78130140365806,35.038217877713386,73.05227257167097
28.881392860929616,35.01564800740788,73.00331402185142
28.98208787251088,34.99595881808207,72.95464494801249
29.083368402862984,34.97909364846443,72.90626761648814
29.185216845968032,34.96499666878541,72.85818428349467
29.28761601369513,34.95361288617777,72.81039719462379
29.390549124522973,34.94488814851201,72.76290858433522
29.49399979260681,34.93876914677944,72.71572067544895
29.597952017177867,34.93520341612999,72.6688356786373
29.70239017226396,34.93413933566565,72.62225579191701
29.8072989967203,34.93552612708584,72.57598320014158
29.91266358455996,34.93931385227501,72.53002007449386
30.018469375573893,34.9454534099183,72.48436857197939
30.12470214623066,34.95389653122587,72.43903083492032
30.23134800084656,34.964595774842145,72.39400899045036
30.33839336301705,34.97750452101135,72.34930515001085
30.44582496730075,34.992576965066895,72.30492140884809
30.553629851147647,35.009768110307675,72.2608598455122
30.66179534706345,35.029033760320594,72.21712252135768
30.77030907500227,35.05033051080497,72.17371148004574
30.87915893498016,35.07361574095073,72.13062874704875
30.98833309990228,35.098847604419134,72.08787632915693
31.0978200085968,35.12598501997139,72.04545621398742
31.207608359048788,35.15498766178753,72.00337036949593
31.31768710182762,35.18581594951516,71.96162074349117
31.428045433701783,35.218431038084745,71.92020926315233
31.53867279143504,35.25279480732567,71.87913783454955
31.64955884575814,35.288869851414866,71.83840834216782
31.76069349551065,35.3266194681874,71.79802264843434
31.872066861947403,35.366007648336435,71.75798259324948
31.98366928320446,35.40699906452763,71.71828999352175
32.095491308919684,35.44955906045156,71.6789466427066
32.20752369500297,35.49365363983545,71.63995431034958
32.31975739855164,35.53924945543422,71.60131474163369
32.43218357290642,35.58631379801902,71.5630296569314
32.544793562843815,35.63481458537998,71.52510075136134
32.657578899900614,35.6847203513586,71.48752969434972
32.770531297826544,35.73600023492378,71.450318129197
32.88364264816124,35.78862396930425,71.41346767264953
32.99690501593175,35.842561871189176,71.37697991447662
33.11031063546695,35.89778483000751,71.34085641705316
33.22385190632544,35.954264297295595,71.30509871494776
33.33752138933349,36.011972276161835,71.2697083145168
33.45131180272982,36.07088131085612,71.23468669350441
33.565216018414056,36.13096447645109,71.20003530064851
33.679227058295815,36.192195368641336,71.16575555529309
33.793338090741514,36.25454809366631,71.13184884700694
33.90754242711599,36.31799725836154,71.09831653520881
34.02183351841628,36.382517960342746,71.0651599487993
34.13620495199483,36.44808577832627,71.0323803857995
34.250650448369576,36.51467676258935,70.99997911299653
34.36516385811846,36.582267425572695,70.96795736559618
34.47973915885588,36.650834732627786,70.93631634688269
34.59437045228886,36.72035609291079,70.90505722788583
34.70905196135055,36.79080935042451,70.87418114705538
34.82377802740906,36.86217277520955,70.84368920994314
34.93854310754924,36.93442505468554,70.81358248889255
35.05334177192564,37.00754528514296,70.78386202273619
35.168168701184506,37.08151296338577,70.75452881650091
35.2830186839529,37.1563079785249,70.72558384112114
35.39788661439313,37.23191060392241,70.6970280331601
35.51276748982061,37.30830148928579,70.66886229453924
35.6276564083835,37.38546165291193,70.64108749227594
35.74254856680232,37.463372474079854,70.61370445822952
35.85743925816796,37.54201568559133,70.58671398885562
35.97232386979643,37.62137336645826,70.56011684496923
36.08719788113893,37.701427934735584,70.53391375151617
36.20205686174547,37.782162140498485,70.50810539735335
36.31689646928091,37.86355905896228,70.4826924350377
36.43171244759176,37.94560208374365,70.45767548062398
36.54650062482242,38.0282749202614,70.43305511347138
36.66125691157959,38.11156157927527,70.4088318760592
36.77597729914345,38.19544637056081,70.3850062738114
36.890657857724506,38.2799138967187,70.36157877493035
37.00529473476462,38.364949047116525,70.33854981023963
37.1198841532813,38.45053699196111,70.315919773036
37.23442241025394,38.53666317649954,70.29368901895069
37.34890587505093,38.62331331534679,70.27185786581983
37.46333098789651,38.710473386938006,70.25042659356431
37.57769425837636,38.7981296281034,70.22939544407895
37.69199226398084,38.886268528763694,70.20876462113104
37.80622164868495,38.97487682674412,70.18853429026838
37.92037912156386,39.063941502704765,70.16870457873671
38.03446145544336,39.15344977518541,70.14927557540665
38.14846548558391,39.2433890957625,70.13024733071016
38.26238810839784,39.33374714431648,70.11161985658654
38.376226280198345,39.4245118244071,70.09339312643796
38.489977015979896,39.51567125875497,70.07556707509453
38.60363738822884,39.607213784827,70.05814159878902
38.71720452576364,39.69912795052383,70.04111655514113
38.830675612603855,39.7914025099672,70.02449176315135
38.94404788686712,39.88402641938522,70.00826700320441
39.0573186396934,39.97698883309354,69.99244201708238
39.17048521419578,40.07027909957039,69.97701650798733
39.283545004437045,40.16388675762354,69.96199014057356
39.39649545443146,40.257801532647335,69.94736254098947
39.509334057170975,40.3520133329676,69.933133296929
39.62205835367528,40.44651224627278,69.91930195769255
39.73466593206504,40.54128853612932,69.90586803425757
39.8471544266577,40.63633263857929,69.89283099935858
39.959521517085264,40.731635158818655,69.88019028757674
40.07176492743344,40.82718686795412,69.86794529543889
40.18388242540163,40.92297869983694,69.85609538152602
40.29587182148315,41.01900174797178,69.84463986659121
40.40773096816519,41.115247262498976,69.8335780336869
40.51945775914791,41.21170664724841,69.82290912830157
40.63105012858227,41.30837145686333,69.8126323585057
40.74250605032604,41.4052333939924,69.80274689510696
40.853823537217416,41.50228430654842,69.79325187181479
40.96500064036594,41.59951618503197,69.78414638541393
41.07603544846012,41.69692115991851,69.77542949594728
41.186926087091344,41.79449149910723,69.7671002269077
41.297670718093705,41.89221960543027,69.75915756543898
41.40826753889919,41.99009801422064,69.75160046254561
41.51871478190793,42.08811939093744,69.74442783331158
41.62901071387308,42.18627652884687,69.73763855712798
41.73915363529983,42.28456234675766,69.73123147792936
41.84914187985834,42.38296988680943,69.72520540443881
41.95897381381012,42.4814923123126,69.71955911042171
42.068647835447386,42.58012290563859,69.714291334948
42.178162374545344,42.67885506615888,69.70940078266291
42.28751589182669,42.77768230823159,69.70488612406615
42.39670687843828,42.8765982592345,69.70074599579941
42.50573385543943,42.97559665764297,69.69697900094204
42.61459537330172,43.07467135115178,69.69358370931496
42.723290011419806,43.173816294839554,69.6905586577926
42.83181637763308,43.27302554937463,69.68790235062265
42.94017310775779,43.37229327926119,69.68561325975398
43.04835886512941,43.471613751124615,69.68368982517201
43.15637234015486,43.570981332034826,69.68213045524196
43.26421224987452,43.67039048786665,69.68093352705954
43.37187733753348,43.76983578169612,69.6800973868091
43.47936637216206,43.86931187223163,69.67962035012916
43.58667814816511,43.96881351227904,69.67950070248514
43.69381148492005,44.06833554723964,69.67973669954918
43.800765226383206,44.16787291364015,69.68032656758693
43.90753824070445,44.267420637693625,69.68126850385124
44.01412941984968,44.36697383389062,69.68256067698259
44.12053767923106,44.46652770361943,69.68420122741605
44.22676195734483,44.5660775338148,69.68618826779485
44.33280121541635,44.66561869563413,69.68851988339014
44.43865443705236,44.76514664316035,69.69119413252709
44.54432062790002,44.86465691213071,69.69420904701693
44.64979881531284,44.964145118690695,69.69756263259502
44.755088048023,45.06360695817234,69.70125286936468
44.86018739582016,45.16303820389613,69.70527771224654
44.9650959492364,45.26243470599583,69.70963509143354
45.06981281923718,45.36179239026559,69.7143229128511
45.17433713691818,45.46110725702855,69.7193390586226
45.27866805320786,45.56037538002643,69.72468138753969
45.3828047385755,45.65959290532926,69.73034773553768
45.48674638274473,45.758756050264935,69.7363359161754
45.5904921944122,45.857861102367686,69.74264372111973
45.69404140097147,45.95690441834514,69.74926892063438
45.79739324824179,46.05588242306328,69.75620926407288
45.90054700020173,46.154791608548784,69.76346248037565
46.0035019387276,46.25362853300827,69.77102627857076
46.10625736333628,46.352389819863866,69.77889834827845
46.20881259093275,46.45107215680473,69.78707636021906
46.31116695556173,46.54967229485388,69.79555796672432
46.41331980816368,46.6481870474501,69.80434080225163
46.51527051633494,46.7466132895443,69.81342248390138
46.61701846409176,46.84494795670994,69.82280061193688
46.71856305163836,46.94318804426727,69.83247277030695
46.81990369513874,47.041330606420736,69.8424365271707
46.92103982649217,47.13937275540939,69.85268943542465
47.021970893112346,47.237311660669846,69.86322903323166
47.12269635771006,47.33514454801146,69.87405284455166
47.22321569807927,47.43286869880337,69.88515837967397
47.32352840688653,47.530481449173095,69.89654313575097
47.42363399146371,47.627980189216416,69.90820459733291
47.523531973603845,47.72536236221817,69.92014023690369
47.62322188936015,47.82262546388375,69.93234751541743
47.72270328884799,47.919767041580975,69.94482388283554
47.82197573604988,48.016784693592136,69.95756677866419
47.92103880862331,48.11367606837588,69.97057363249189
48.01989209771141,48.2104388638388,69.9838418645271
48.11853520775638,48.30707082661639,69.99736888613538
48.21696775631556,48.40356975136329,70.01115210037634
48.31518937388014,48.49993348005245,70.0251889025397
48.41319970369648,48.5961599012831,70.03947668068056
48.51099840158986,48.69224694959743,70.05401281615363
48.60858513579072,48.78819260480554,70.06879468414606
48.70595958676327,48.88399489131881,70.08381965420888
48.803121447036496,48.97965187749124,70.09908509078673
48.90007042103737,49.07516167496884,70.11458835374565
48.99680622492637,49.17052243804668,70.13032679889878
49.09332858643516,49.26573236303374,70.14629777852987
49.18963724470646,49.36078968762517,70.16249864191415
49.28573195013593,49.45569269028197,70.17892673583658
49.381612464216246,49.550439689617946,70.19557940510721
49.47727855938305,49.64502904379385,70.21245399307347
49.572730018863005,49.73945914991848,70.22954784212916
49.66796663652372,49.83372844345682,70.24685829422002
49.76298821672558,49.92783539764496,70.26438269134556
49.8577945741755,50.02177852291177,70.28211837605718
49.95238553378243,50.11555636630729,70.30006269195222
50.04676093051473,50.209167510937625,70.31821298416374
50.14092060925926,50.30261057540638,70.33656659984605
50.23486442468224,50.39588421326251,70.35512088865563
50.3285922410918,50.48898711245453,70.37387320322729
50.42210393230219,50.58191799479097,70.39282089964554
50.51539938149969,50.674675615407104,70.41196133791084
50.60847848111005,50.76725876223778,70.43129188240064
50.70134113266761,50.85966625549638,70.45080990232509
50.79398724668594,50.9518969471598,70.47051277217717
50.88641674253002,51.04394972045942,70.49039787217723
50.97862954828997,51.13582348937806,70.5104625887116
51.07062560065626,51.227517198152704,70.53070431476536
51.16240484479633,51.31902982078319,70.5511204503489
51.25396723423278,51.41036036054659,70.57170840291835
